"ID","","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211"
"At3g28180-9","3","36.857","B","B","A","B","A","A","A","A","B","B","B","A","B","A","A","B","B","B","A","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","B","A","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","B","B","A","A","A","A","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","A","A","A","A","B","A","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","A","B","A","B","A","A","A","A","-","B","B","B","B","A","A","B","A","A","A","B","A","A","A","B"
"At3g28860-10","3","39.896","B","B","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","B","A","B","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","A","B","A","A","A","A","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","B","A","A","A","A","-","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B"
"At3g28940-5","3","41.577","B","B","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","B","A","B","B","A","A","B","A","A","A","B","B","A","B","A","B","B","A","A","B","A","A","A","B","A","A","A","B","A","A","A","A","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g29030-1","3","42.119","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","A","B","A","B","B","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","B","B","B","A","B","A","-","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","B","A","A","A","A","-","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g29160-6","3","42.529","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","A","B","A","B","B","A","A","B","A","A","A","B","A","A","A","B","A","A","A","A","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","B","B","A","-","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"MSAT3.32","3","43.222","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","A","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","-","B","B","B","A","B","A","A","B","B","A","A","B","A","A","-","B","B","A","B","A","-","A","A","A","B","A","A","A","B","A","A","A","B","-","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","-","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","A","A","B","B","A","-","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g29760-7","3","44.339","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","A","A","A","A","A","-","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g42790-4","3","44.626","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","A","A","A","A","A","-","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g42050-2","3","44.843","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","-","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","A","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","A","B","B","A","-","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","B","B","B","A","A","A","B","B","B","B","B","A","A","A","A","A","A","A","B","B","B","B","A","A","B","A","A","B","B","B","B","A","B"
"At3g43670-11","3","46.26","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","-","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","-","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g43740-6","3","46.264","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","-","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g44100-3","3","47.796","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","B","A","B","B","A","B","A","B","A","B","B","A","A","B","A","B","B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","-","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g44490-8","3","48.297","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","B","A","B","B","A","B","A","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","-","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g44590-11","3","48.819","B","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","-","A","A","A","B","A","A","A","B","A","A","A","B","A","A","A","B","A","B","B","A","B","A","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","B","A","B","B","A","-","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g44890-4","3","49.115","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","-","A","A","A","B","A","A","A","B","A","A","A","B","A","A","A","B","A","B","B","A","B","A","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","B","A","B","B","A","-","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g45050-11","3","49.867","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","A","B","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","B","A","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","B","A","A","B","B","B","A","A","B","B","B","A","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g45600-6","3","52.334","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","A","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","-","A","A","B","B","A","-","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g45980-3","3","52.743","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","A","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g46000-2","3","52.861","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g46620-7","3","52.895","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g47070-5","3","53.182","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g45970-2","3","53.331","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","A","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g46040-4","3","53.413","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","-","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","-","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g47370-5","3","53.489","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","B","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"MSAT3.21","3","53.674","B","A","A","B","A","A","A","A","B","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","-","B","A","A","B","A","B","B","B","B","B","B","-","B","A","B","A","B","B","A","A","A","B","B","B","A","-","A","B","A","B","B","A","B","A","B","B","A","A","B","B","-","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","-","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","B","A","B"
"At3g47420-11","3","54.116","B","A","A","B","A","A","A","A","A","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","A","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","A","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g47670-3","3","54.53","B","A","A","B","A","A","A","A","A","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","A","A","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","B","B","B","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g47800-2","3","55.904","B","A","A","B","A","A","A","A","A","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","-","B","B","B","B","B","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","B","B","B","B","A","B"
"At3g48640-1","3","56.89","B","A","A","B","A","A","A","A","A","B","B","B","B","A","B","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","B","B","A","A","A","A","B","B","B","B","B","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","A","B","B","B","B","A","A","B","A","B","A","B","B","B","A","B"
"At3g48680-8","3","57.156","B","A","A","B","A","A","A","A","A","B","B","B","B","A","B","A","A","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","B","B","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","B","B","A","A","A","A","A","B","B","B","B","A","B","B","A","B","A","B","B","A","A","A","B","B","B","A","B","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","B","B","B","A","A","A","B","A","A","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","-","B","B","B","B","A","A","B","A","B","A","B","B","B","A","B"
